cycle_number,max_capacity_in_Ah,mean_temperature_in_C,max_abs_current_in_A,c_rate,nominal_capacity_Ah,depth_of_discharge,depth_of_charge,anode_material,cathode_material,electrolyte_material,cell_id,SOH,source_file
29,0.8862004,25,6.0004096,6.0004096,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.990878931,NA-ion_270040-3-8-49
30,0.885869,25,6.0004568,6.0004568,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.990508386,NA-ion_270040-3-8-49
31,0.885368,25,6.0004401,6.0004401,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.989948208,NA-ion_270040-3-8-49
32,0.8848673,25,6.0004568,6.0004568,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.989388365,NA-ion_270040-3-8-49
33,0.8845327,25,6.0004468,6.0004468,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.989014241,NA-ion_270040-3-8-49
34,0.8842007,25,6.0004478,6.0004478,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.988643025,NA-ion_270040-3-8-49
35,0.8840347,25,6.0004587,6.0004587,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.988457417,NA-ion_270040-3-8-49
36,0.883706,25,6.000473,6.000473,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.988089891,NA-ion_270040-3-8-49
37,0.8833727,25,6.0004954,6.0004954,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.987717221,NA-ion_270040-3-8-49
38,0.882873,25,6.0005107,6.0005107,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.987158497,NA-ion_270040-3-8-49
39,0.882539,25,6.0004606,6.0004606,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.986785044,NA-ion_270040-3-8-49
40,0.8823722,25,6.0004926,6.0004926,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.986598542,NA-ion_270040-3-8-49
41,0.8822049,25,6.0004869,6.0004869,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.98641148,NA-ion_270040-3-8-49
42,0.8817009,25,6.0004172,6.0004172,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.985847947,NA-ion_270040-3-8-49
43,0.8813674,25,6.0004687,6.0004687,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.985475054,NA-ion_270040-3-8-49
44,0.8812019,25,6.0004578,6.0004578,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.985290005,NA-ion_270040-3-8-49
45,0.880865,25,6.0004206,6.0004206,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.98491331,NA-ion_270040-3-8-49
46,0.8803682,25,6.0004549,6.0004549,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.984357828,NA-ion_270040-3-8-49
47,0.8801988,25,6.0004096,6.0004096,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.984168418,NA-ion_270040-3-8-49
48,0.8798656,25,6.0004148,6.0004148,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.983795861,NA-ion_270040-3-8-49
49,0.8793637,25,6.0003715,6.0003715,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.983234676,NA-ion_270040-3-8-49
50,0.8791971,25,6.0004454,6.0004454,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.983048397,NA-ion_270040-3-8-49
51,0.8788689,25,6.000433,6.000433,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.98268143,NA-ion_270040-3-8-49
52,0.8785306,25,6.0004048,6.0004048,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.98230317,NA-ion_270040-3-8-49
53,0.8782027,25,6.0004644,6.0004644,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.981936538,NA-ion_270040-3-8-49
54,0.8778672,25,6.0004773,6.0004773,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.981561408,NA-ion_270040-3-8-49
55,0.8775346,25,6.0005088,6.0005088,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.981189522,NA-ion_270040-3-8-49
56,0.8772001,25,6.0004787,6.0004787,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.98081551,NA-ion_270040-3-8-49
57,0.8768691,25,6.0004706,6.0004706,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.980445412,NA-ion_270040-3-8-49
58,0.8765362,25,6.0004716,6.0004716,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.98007319,NA-ion_270040-3-8-49
59,0.8763652,25,6.0004282,6.0004282,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.979881991,NA-ion_270040-3-8-49
60,0.8758671,25,6.0004635,6.0004635,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.979325055,NA-ion_270040-3-8-49
61,0.8755283,25,6.0003967,6.0003967,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.978946236,NA-ion_270040-3-8-49
62,0.8750349,25,6.0004311,6.0004311,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.978394555,NA-ion_270040-3-8-49
63,0.8748673,25,6.0004339,6.0004339,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.978207158,NA-ion_270040-3-8-49
64,0.8745384,25,6.000463,6.000463,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.977839409,NA-ion_270040-3-8-49
65,0.8742003,25,6.0004883,6.0004883,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.977461372,NA-ion_270040-3-8-49
66,0.873871,25,6.0004706,6.0004706,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.977093175,NA-ion_270040-3-8-49
67,0.8736974,25,6.0003867,6.0003867,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.976899069,NA-ion_270040-3-8-49
68,0.8733661,25,6.0004387,6.0004387,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.976528636,NA-ion_270040-3-8-49
69,0.8728625,25,6.0004206,6.0004206,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.97596555,NA-ion_270040-3-8-49
70,0.872695,25,6.0004692,6.0004692,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.975778265,NA-ion_270040-3-8-49
71,0.8723639,25,6.000433,6.000433,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.975408055,NA-ion_270040-3-8-49
72,0.8720301,25,6.0004606,6.0004606,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.975034827,NA-ion_270040-3-8-49
73,0.8715377,25,6.0005064,6.0005064,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.974484264,NA-ion_270040-3-8-49
74,0.8712026,25,6.0004897,6.0004897,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.974109582,NA-ion_270040-3-8-49
75,0.8708713,25,6.000484,6.000484,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.973739148,NA-ion_270040-3-8-49
76,0.8707047,25,6.0005226,6.0005226,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.97355287,NA-ion_270040-3-8-49
77,0.8703685,25,6.0004964,6.0004964,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.973176957,NA-ion_270040-3-8-49
78,0.8700367,25,6.0004616,6.0004616,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.972805965,NA-ion_270040-3-8-49
79,0.8697029,25,6.0004706,6.0004706,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.972432736,NA-ion_270040-3-8-49
80,0.8693689,25,6.0004997,6.0004997,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.972059284,NA-ion_270040-3-8-49
81,0.8690311,25,6.0004511,6.0004511,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.971681583,NA-ion_270040-3-8-49
82,0.8688649,25,6.0003929,6.0003929,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.971495751,NA-ion_270040-3-8-49
83,0.8683674,25,6.0004754,6.0004754,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.970939486,NA-ion_270040-3-8-49
84,0.8680308,25,6.0004148,6.0004148,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.970563127,NA-ion_270040-3-8-49
85,0.8678681,25,6.0004783,6.0004783,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.970381209,NA-ion_270040-3-8-49
86,0.8673696,25,6.0004659,6.0004659,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.969823826,NA-ion_270040-3-8-49
87,0.8670378,25,6.0004644,6.0004644,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.969452833,NA-ion_270040-3-8-49
88,0.8667001,25,6.0004745,6.0004745,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.969075244,NA-ion_270040-3-8-49
89,0.8663685,25,6.0004721,6.0004721,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.968704475,NA-ion_270040-3-8-49
90,0.8660333,25,6.0004497,6.0004497,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.968329681,NA-ion_270040-3-8-49
91,0.8655287,25,6.0004296,6.0004296,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.967765477,NA-ion_270040-3-8-49
92,0.8651962,25,6.0004511,6.0004511,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.967393702,NA-ion_270040-3-8-49
93,0.8648625,25,6.000422,6.000422,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.967020585,NA-ion_270040-3-8-49
94,0.8645306,25,6.0004234,6.0004234,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.966649481,NA-ion_270040-3-8-49
95,0.8643687,25,6.0004811,6.0004811,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.966468457,NA-ion_270040-3-8-49
96,0.8640345,25,6.0004439,6.0004439,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.966094782,NA-ion_270040-3-8-49
97,0.863699,25,6.0004053,6.0004053,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.965719652,NA-ion_270040-3-8-49
98,0.8633645,25,6.0004144,6.0004144,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.965345641,NA-ion_270040-3-8-49
99,0.8632024,25,6.0004935,6.0004935,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.965164393,NA-ion_270040-3-8-49
100,0.8627012,25,6.000402,6.000402,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.964603991,NA-ion_270040-3-8-49
101,0.8625319,25,6.0004692,6.0004692,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.964414693,NA-ion_270040-3-8-49
102,0.8620347,25,6.0004592,6.0004592,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.963858764,NA-ion_270040-3-8-49
103,0.8616977,25,6.0004663,6.0004663,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.963481957,NA-ion_270040-3-8-49
104,0.8617021,25,6.0004425,6.0004425,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.963486877,NA-ion_270040-3-8-49
105,0.8610334,25,6.0004106,6.0004106,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.96273919,NA-ion_270040-3-8-49
106,0.8605319,25,6.0004635,6.0004635,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.962178452,NA-ion_270040-3-8-49
107,0.860198,25,6.0004568,6.0004568,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.961805112,NA-ion_270040-3-8-49
108,0.8598666,25,6.0004439,6.0004439,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.961434567,NA-ion_270040-3-8-49
109,0.8596999,25,6.0004034,6.0004034,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.961248176,NA-ion_270040-3-8-49
110,0.8591993,25,6.0004172,6.0004172,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.960688445,NA-ion_270040-3-8-49
111,0.8590381,25,6.0005116,6.0005116,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.960508204,NA-ion_270040-3-8-49
112,0.8585331,25,6.0004539,6.0004539,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.959943553,NA-ion_270040-3-8-49
113,0.8582015,25,6.0005045,6.0005045,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.959572784,NA-ion_270040-3-8-49
114,0.8578674,25,6.0004673,6.0004673,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.95919922,NA-ion_270040-3-8-49
115,0.8575293,25,6.0004315,6.0004315,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.958821183,NA-ion_270040-3-8-49
116,0.857192,25,6.0004005,6.0004005,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.958444041,NA-ion_270040-3-8-49
117,0.856698,25,6.0004673,6.0004673,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.95789169,NA-ion_270040-3-8-49
118,0.8565251,25,6.0004468,6.0004468,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.957698367,NA-ion_270040-3-8-49
119,0.8561966,25,6.0004063,6.0004063,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.957331064,NA-ion_270040-3-8-49
120,0.8558633,25,6.0004134,6.0004134,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.956958394,NA-ion_270040-3-8-49
121,0.8555284,25,6.0004201,6.0004201,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.956583936,NA-ion_270040-3-8-49
122,0.8551958,25,6.0004144,6.0004144,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.956212049,NA-ion_270040-3-8-49
123,0.8546902,25,6.0003829,6.0003829,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.955646727,NA-ion_270040-3-8-49
124,0.8545303,25,6.000411,6.000411,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.95546794,NA-ion_270040-3-8-49
125,0.854029,25,6.0004172,6.0004172,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.954907426,NA-ion_270040-3-8-49
126,0.8538623,25,6.0004215,6.0004215,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.954721035,NA-ion_270040-3-8-49
127,0.8535269,25,6.0004215,6.0004215,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.954346017,NA-ion_270040-3-8-49
128,0.8531921,25,6.0004201,6.0004201,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.953971671,NA-ion_270040-3-8-49
129,0.852695,25,6.0003686,6.0003686,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.953415853,NA-ion_270040-3-8-49
130,0.8525302,25,6.0004497,6.0004497,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.953231587,NA-ion_270040-3-8-49
131,0.8520267,25,6.0003729,6.0003729,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.952668613,NA-ion_270040-3-8-49
132,0.8515259,25,6.0004048,6.0004048,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.952108658,NA-ion_270040-3-8-49
133,0.8513566,25,6.0003839,6.0003839,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.95191936,NA-ion_270040-3-8-49
134,0.8508586,25,6.0004373,6.0004373,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.951362536,NA-ion_270040-3-8-49
135,0.8505279,25,6.0003748,6.0003748,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.950992774,NA-ion_270040-3-8-49
136,0.8501953,25,6.0004172,6.0004172,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.950620887,NA-ion_270040-3-8-49
137,0.84986,25,6.0003595,6.0003595,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.950245981,NA-ion_270040-3-8-49
138,0.8495229,25,6.0003791,6.0003791,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.949869062,NA-ion_270040-3-8-49
139,0.8491938,25,6.000411,6.000411,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.949501089,NA-ion_270040-3-8-49
140,0.8486949,25,6.0004005,6.0004005,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.948943259,NA-ion_270040-3-8-49
141,0.8483538,25,6.0004048,6.0004048,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.948561868,NA-ion_270040-3-8-49
142,0.8481822,25,6.0003576,6.0003576,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.948369998,NA-ion_270040-3-8-49
143,0.8476799,25,6.0002804,6.0002804,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.947808366,NA-ion_270040-3-8-49
144,0.8471817,25,6.0003319,6.0003319,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.947251319,NA-ion_270040-3-8-49
145,0.8468548,25,6.0003843,6.0003843,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.946885805,NA-ion_270040-3-8-49
146,0.8465195,25,6.0003119,6.0003119,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.946510899,NA-ion_270040-3-8-49
147,0.8461837,25,6.0003576,6.0003576,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.946135434,NA-ion_270040-3-8-49
148,0.8455173,25,6.00033,6.00033,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.945390319,NA-ion_270040-3-8-49
149,0.8453535,25,6.0003576,6.0003576,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.94520717,NA-ion_270040-3-8-49
150,0.8450249,25,6.0003786,6.0003786,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.944839756,NA-ion_270040-3-8-49
151,0.8446861,25,6.0003271,6.0003271,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.944460937,NA-ion_270040-3-8-49
152,0.8443546,25,6.0003939,6.0003939,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.94409028,NA-ion_270040-3-8-49
153,0.8440213,25,6.0003653,6.0003653,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.94371761,NA-ion_270040-3-8-49
154,0.8433536,25,6.0003815,6.0003815,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.942971041,NA-ion_270040-3-8-49
155,0.8430237,25,6.0003991,6.0003991,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.942602173,NA-ion_270040-3-8-49
156,0.8428583,25,6.0004358,6.0004358,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.942417236,NA-ion_270040-3-8-49
157,0.8421874,25,6.0004039,6.0004039,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.941667089,NA-ion_270040-3-8-49
158,0.8418522,25,6.0003343,6.0003343,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.941292295,NA-ion_270040-3-8-49
159,0.8415176,25,6.0003748,6.0003748,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.940918172,NA-ion_270040-3-8-49
160,0.8413534,25,6.0003438,6.0003438,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.940734576,NA-ion_270040-3-8-49
161,0.8408512,25,6.0003605,6.0003605,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.940173056,NA-ion_270040-3-8-49
162,0.8405266,25,6.0004134,6.0004134,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.939810114,NA-ion_270040-3-8-49
163,0.8400186,25,6.0003386,6.0003386,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.939242109,NA-ion_270040-3-8-49
164,0.8396863,25,6.000361,6.000361,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.938870557,NA-ion_270040-3-8-49
165,0.839361,25,6.0004845,6.0004845,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.938506833,NA-ion_270040-3-8-49
166,0.8388547,25,6.0003815,6.0003815,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.937940728,NA-ion_270040-3-8-49
167,0.8383559,25,6.0003676,6.0003676,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.93738301,NA-ion_270040-3-8-49
168,0.8380222,25,6.0003896,6.0003896,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.937009893,NA-ion_270040-3-8-49
169,0.8376904,25,6.0004096,6.0004096,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.9366389,NA-ion_270040-3-8-49
170,0.8371933,25,6.0004067,6.0004067,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.936083083,NA-ion_270040-3-8-49
171,0.837024,25,6.0003839,6.0003839,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.935893785,NA-ion_270040-3-8-49
172,0.836525,25,6.0003896,6.0003896,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.935335843,NA-ion_270040-3-8-49
173,0.8360233,25,6.0003591,6.0003591,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.934774882,NA-ion_270040-3-8-49
174,0.8356875,25,6.0003486,6.0003486,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.934399417,NA-ion_270040-3-8-49
175,0.8353541,25,6.0004187,6.0004187,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.934026635,NA-ion_270040-3-8-49
176,0.8348587,25,6.0003929,6.0003929,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.933472718,NA-ion_270040-3-8-49
177,0.8345278,25,6.000402,6.000402,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.933102732,NA-ion_270040-3-8-49
178,0.8340275,25,6.0004382,6.0004382,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.932543336,NA-ion_270040-3-8-49
179,0.8336909,25,6.0003676,6.0003676,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.932166977,NA-ion_270040-3-8-49
180,0.8333548,25,6.0003567,6.0003567,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.931791177,NA-ion_270040-3-8-49
181,0.8328578,25,6.0003729,6.0003729,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.931235471,NA-ion_270040-3-8-49
182,0.8323568,25,6.00037,6.00037,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.930675292,NA-ion_270040-3-8-49
183,0.8320214,25,6.0003719,6.0003719,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.930300275,NA-ion_270040-3-8-49
184,0.8315169,25,6.0003729,6.0003729,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.929736183,NA-ion_270040-3-8-49
185,0.8310241,25,6.00035,6.00035,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.929185173,NA-ion_270040-3-8-49
186,0.8306874,25,6.0003638,6.0003638,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.928808702,NA-ion_270040-3-8-49
187,0.8303557,25,6.000361,6.000361,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.928437821,NA-ion_270040-3-8-49
188,0.829854,25,6.0003653,6.0003653,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.92787686,NA-ion_270040-3-8-49
189,0.8295196,25,6.0003381,6.0003381,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.927502961,NA-ion_270040-3-8-49
190,0.8291857,25,6.0003271,6.0003271,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.92712962,NA-ion_270040-3-8-49
191,0.8285242,25,6.0003805,6.0003805,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.926389983,NA-ion_270040-3-8-49
192,0.8281854,25,6.0003195,6.0003195,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.926011164,NA-ion_270040-3-8-49
193,0.8278557,25,6.0003538,6.0003538,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.92564252,NA-ion_270040-3-8-49
194,0.8271856,25,6.0003581,6.0003581,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.924893267,NA-ion_270040-3-8-49
195,0.8268538,25,6.0003953,6.0003953,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.924522275,NA-ion_270040-3-8-49
196,0.8265163,25,6.0003839,6.0003839,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.924144909,NA-ion_270040-3-8-49
197,0.8258539,25,6.0003562,6.0003562,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.923404266,NA-ion_270040-3-8-49
198,0.8256886,25,6.0004106,6.0004106,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.92321944,NA-ion_270040-3-8-49
199,0.8251845,25,6.0003853,6.0003853,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.922655796,NA-ion_270040-3-8-49
200,0.8246863,25,6.0003824,6.0003824,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.922098748,NA-ion_270040-3-8-49
201,0.8241842,25,6.0003538,6.0003538,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.92153734,NA-ion_270040-3-8-49
202,0.824019,25,6.0003567,6.0003567,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.921352626,NA-ion_270040-3-8-49
203,0.8231894,25,6.0003777,6.0003777,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.920425033,NA-ion_270040-3-8-49
204,0.8230154,25,6.0003729,6.0003729,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-3-8-49,0.92023048,NA-ion_270040-3-8-49
